Date;Suburb;Location;Area;Minimum temperature (�C);Maximum temperature (�C);Evaporation (mm);Sunshine (hours);Direction of maximum wind gust;Speed of maximum wind gust (km/h)
12/23/23;Mundaring;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18.03;36;14.02;12.05;E;59
12/23/23;Gidgegannup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15.09;35.04.00;8.04;13.01;ESE;39
12/23/23;Wooroloo;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15.09;35.04.00;8.04;13.01;ESE;39
12/23/23;Bailup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;14.01;35.04.00;7.01;12.01;ESE;39
12/23/23;Mundaring;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18.03;36;14.02;12.05;E;59
12/23/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;18.03;36;14.02;12.05;E;59
12/23/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;18.03;36;14.02;12.05;E;59
12/23/23;The Spectacles;POSTANS and THE SPECTACLES;CITY OF KWINANA;17.07;36.00.00;14.02;13.01;ESE;56
12/23/23;Postans;POSTANS and THE SPECTACLES;CITY OF KWINANA;16.06;35.07.00;8.04;13.01;ESE;54
12/23/23;Jarrahdale;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;15.09;35.04.00;8.04;13.01;ESE;39
12/23/23;Keysbrook;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;15.05;31.05.00;14.02;12.05;NULL;33
12/23/23;Serpentine;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;19.08;27.06.00;14.02;12.05;ESE;54
2/10/24;Bullsbrook;BULLSBROOK;CITY OF SWAN;18.08;44.02.00;14.02;12.05;SW;44
2/10/24;Spearwood;SPEARWOOD and LAKE COOGEE;CITY OF COCKBURN;20.07;42.06.00;14.02;12.05;W;48
2/10/24;Coogee;SPEARWOOD and LAKE COOGEE;CITY OF COCKBURN;20.07;42.06.00;14.02;12.05;W;48
2/10/24;Bullsbrook;BULLSBROOK;CITY OF SWAN;18.08;44.02.00;14.02;12.05;SW;44
1/13/24;South Lake;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;22.09;41.03.00;11;11.03;E;57
1/13/24;Gnangara;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23.02;40.07.00;11;11.03;E;33
1/13/24;Wanneroo;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23.02;40.07.00;11;11.03;E;33
1/13/24;Pinjar;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;22.09;41.03.00;11;11.03;E;57
1/13/24;Yanchep;BAMBUN, MUCHEA, YANCHEP and YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;;43;14.02;12.05;E;44
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP and YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23.02;40.07.00;11;11.03;E;33
1/13/24;Success;BEELIAR and SUCCESS;CITY OF COCKBURN;23.06;40.04.00;14.02;11.03;ENE;44
1/13/24;Beeliar;BEELIAR and SUCCESS;CITY OF COCKBURN;23.06;40.04.00;14.02;11.03;ENE;44
1/13/24;Gnangara;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23.02;40.07.00;11;11.03;E;33
1/13/24;Wanneroo;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23.02;40.07.00;11;11.03;E;33
1/13/24;Pinjar;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;22.09;41.03.00;11;11.03;E;57
1/13/24;South Lake;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;22.09;41.03.00;11;11.03;E;57
1/27/24;Southern River;the Collie River;SHIRES OF COLLIE AND DARDANUP;16.06;32.06.00;14.02;13;ESE;39
1/27/24;Southern River;the Collie River;SHIRES OF COLLIE AND DARDANUP;16.06;32.06.00;14.02;13;ESE;39
12/3/23;South Lake;Lake Muir Nature Reserve;Shire of Manjimup;18.01;27.05.00;6.08;8.01;SW;33
12/3/23;Wanneroo;JANDABUP and MARIGINIUP;CITY OF WANNEROO;18.03;26.02.00;6.08;9.08;SW;30
12/3/23;Mariginiup;JANDABUP and MARIGINIUP;CITY OF WANNEROO;15.04;28.08.00;14.02;9.08;WSW;37
12/3/23;Hamersley;HAMERSLEY RANGE;SHIRE OF ASHBURTON;18.03;26.02.00;6.08;9.08;SW;30
12/3/23;Wanneroo;JANDABUP and MARIGINIUP;CITY OF WANNEROO;18.03;26.02.00;6.08;9.08;SW;30
12/3/23;Mariginiup;JANDABUP and MARIGINIUP;CITY OF WANNEROO;15.04;28.08.00;14.02;9.08;WSW;37
12/3/23;Hamersley;HAMERSLEY RANGE;SHIRE OF ASHBURTON;18.03;26.02.00;6.08;9.08;SW;30
12/10/23;South Lake;Lake Muir Nature Reserve;Shire of Manjimup;14.01;31.04.00;10.08;13.03;E;57
12/10/23;Bullsbrook;BULLSBROOK;CITY OF SWAN;14.05;31.05.00;14.02;13.03;SE;50
12/10/23;Jarrahdale;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA;14.04;31.03.00;10.08;13.03;NULL;33
12/10/23;Wellard;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA;15;31.04.00;14.02;12.05;ESE;50
12/10/23;Oldbury;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA;14.02;31.02.00;14.02;13.03;E;52
12/10/23;Serpentine;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA;15;31.04.00;14.02;12.05;ESE;50
12/10/23;South Lake;Lake Muir Nature Reserve;Shire of Manjimup;14.01;31.04.00;10.08;13.03;E;57
12/17/23;Bullsbrook;BULLSBROOK;CITY OF SWAN;18.07;35.02.00;14.02;13.02;ENE;54
12/17/23;Bullsbrook;BULLSBROOK;CITY OF SWAN;18.07;35.02.00;14.02;13.02;ENE;54
12/24/23;Jarrahdale;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;16.06;36.02.00;12.08;12.04;SSE;52
12/24/23;Keysbrook;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;13.04;33;14.02;12.05;NULL;33
12/24/23;Serpentine;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;17.01;31.08.00;14.02;12.05;ESE;50
12/24/23;The Spectacles;POSTANS and THE SPECTACLES;CITY OF KWINANA;16.06;34.02.00;14.02;12.04;E;57
12/24/23;Postans;POSTANS and THE SPECTACLES;CITY OF KWINANA;16.06;36.01.00;12.08;12.04;E;54
12/24/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;14.08;36;14.02;12.05;E;78
12/24/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;14.08;36;14.02;12.05;E;78
12/24/23;Gidgegannup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16.06;36.02.00;12.08;12.04;SSE;52
12/24/23;Wooroloo;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16.06;36.02.00;12.08;12.04;SSE;52
12/24/23;Bailup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15.01;36.02.00;11.01;11.01;SSE;52
12/24/23;Mundaring;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;14.08;36;14.02;12.05;E;78
12/24/23;Jarrahdale;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;16.06;36.02.00;12.08;12.04;SSE;52
12/24/23;Keysbrook;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;13.04;33;14.02;12.05;NULL;33
12/24/23;Serpentine;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;17.01;31.08.00;14.02;12.05;ESE;50
12/24/23;South Lake;Lake Muir Nature Reserve;Shire of Manjimup;16.06;36.01.00;12.08;12.04;E;54
12/24/23;The Spectacles;POSTANS and THE SPECTACLES;CITY OF KWINANA;16.06;34.02.00;14.02;12.04;E;57
12/24/23;Postans;POSTANS and THE SPECTACLES;CITY OF KWINANA;16.06;36.01.00;12.08;12.04;E;54
12/24/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;14.08;36;14.02;12.05;E;78
12/24/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;14.08;36;14.02;12.05;E;78
12/24/23;Jarrahdale;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;16.06;36.02.00;12.08;12.04;SSE;52
12/24/23;Keysbrook;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;13.04;33;14.02;12.05;NULL;33
12/24/23;Serpentine;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;17.01;31.08.00;14.02;12.05;ESE;50
12/24/23;Gidgegannup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16.06;36.02.00;12.08;12.04;SSE;52
12/24/23;Wooroloo;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16.06;36.02.00;12.08;12.04;SSE;52
12/24/23;Bailup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15.01;36.02.00;11.01;11.01;SSE;52
12/24/23;Mundaring;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;14.08;36;14.02;12.05;E;78
12/24/23;Kalamunda;WATTLE GROVE;CITY OF KALAMUNDA;14.08;36.00.00;14.02;12.05;E;78
12/24/23;Wattle Grove;WATTLE GROVE;CITY OF KALAMUNDA;14.08;36.00.00;14.02;12.05;E;78
12/24/23;Kalamunda;WATTLE GROVE;CITY OF KALAMUNDA;14.08;36.00.00;14.02;12.05;E;78
12/24/23;Wattle Grove;WATTLE GROVE;CITY OF KALAMUNDA;14.08;36.00.00;14.02;12.05;E;78
12/24/23;Jarrahdale;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;16.06;36.02.00;12.08;12.04;SSE;52
12/24/23;Keysbrook;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;13.04;33;14.02;12.05;NULL;33
12/24/23;Serpentine;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;17.01;31.08.00;14.02;12.05;ESE;50
12/31/23;South Lake;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;18.09;33.00.00;9;13.01;ESE;44
2/4/24;Swan View;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN and SHIRE OF MUNDARING;14.04;28;14.02;12.05;S;57
2/4/24;Stratton;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN and SHIRE OF MUNDARING;16;28.00.00;11;12.07;SW;39
2/4/24;Mundaring;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN and SHIRE OF MUNDARING;15.06;27.04.00;11;12.07;SSW;56
2/4/24;Midvale;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN and SHIRE OF MUNDARING;14.04;28;14.02;12.05;S;57
2/4/24;Swan View;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN;14.04;28;14.02;12.05;S;57
2/4/24;Stratton;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN;16;28.00.00;11;12.07;SW;39
2/4/24;Midvale;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN;14.04;28;14.02;12.05;S;57
2/11/24;Bullsbrook;BULLSBROOK;CITY OF SWAN;16.06;42.05.00;14.02;12.04;SW;35
2/11/24;Bullsbrook;BULLSBROOK;CITY OF SWAN;16.06;42.05.00;14.02;12.04;SW;35
2/18/24;Gwelup;GWELUP;CITY OF STIRLING;23.04;42.09.00;10.04;6.02;ENE;30
2/18/24;Stirling;GWELUP;CITY OF STIRLING;23.04;42.09.00;10.04;6.02;ENE;30
2/18/24;Karrinyup;GWELUP and KARRINYUP;CITY OF STIRLING;23.04;42.09.00;10.04;6.02;ENE;30
2/18/24;Gwelup;GWELUP and KARRINYUP;CITY OF STIRLING;23.04;42.09.00;10.04;6.02;ENE;30
2/18/24;Stirling;GWELUP and KARRINYUP;CITY OF STIRLING;23.04;42.09.00;10.04;6.02;ENE;30
2/18/24;Karrinyup;GWELUP and KARRINYUP;CITY OF STIRLING;23.04;42.09.00;10.04;6.02;ENE;30
2/18/24;Gwelup;GWELUP and KARRINYUP;CITY OF STIRLING;23.04;42.09.00;10.04;6.02;ENE;30
2/18/24;Stirling;GWELUP and KARRINYUP;CITY OF STIRLING;23.04;42.09.00;10.04;6.02;ENE;30
2/18/24;Karrinyup;GWELUP and KARRINYUP;CITY OF STIRLING;23.04;42.09.00;10.04;6.02;ENE;30
2/18/24;Gwelup;GWELUP and KARRINYUP;CITY OF STIRLING;23.04;42.09.00;10.04;6.02;ENE;30
2/18/24;Stirling;GWELUP and KARRINYUP;CITY OF STIRLING;23.04;42.09.00;10.04;6.02;ENE;30
1/7/24;Yanchep;CARABOODA and YANCHEP;CITY OF WANNEROO;15;38.03.00;14.02;12.05;SSW;46
1/7/24;Wanneroo;CARABOODA and YANCHEP;CITY OF WANNEROO;18.01;36;9.02;12.07;SSW;37
1/7/24;Carabooda;CARABOODA and YANCHEP;CITY OF WANNEROO;15;38.03.00;14.02;12.05;SSW;46
1/7/24;Jarrahdale;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;16.09;37.03.00;9.02;12.07;SW;30
1/7/24;Oldbury;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;16.07;35.01.00;14.02;12.07;SSW;39
1/7/24;Serpentine;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;19.02;30.09.00;14.02;12.05;SSW;43
1/7/24;East Rockingham;EAST ROCKINGHAM;CITY OF ROCKINGHAM;19.02;30.09.00;14.02;12.05;SSW;43
1/7/24;Rockingham;EAST ROCKINGHAM;CITY OF ROCKINGHAM;19.02;30.09.00;14.02;12.05;SSW;43
1/7/24;East Rockingham;EAST ROCKINGHAM;CITY OF ROCKINGHAM;19.02;30.09.00;14.02;12.05;SSW;43
1/7/24;Rockingham;EAST ROCKINGHAM;CITY OF ROCKINGHAM;17.01;37.03.00;9.02;12.07;ENE;50
1/7/24;Yanchep;Yanchep National Park;CITY OF WANNEROO;15;38.03.00;14.02;12.05;SSW;46
1/7/24;Wanneroo;Yanchep National Park;CITY OF WANNEROO;18.01;36;9.02;12.07;SSW;37
1/14/24;South Lake;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;23.04;41.05.00;11.02;12.07;NE;52
1/14/24;Gnangara;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23.03;36.06.00;11.02;12.07;SW;24
1/14/24;Wanneroo;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23.03;36.06.00;11.02;12.07;SW;24
1/14/24;Pinjar;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23.04;41.05.00;11.02;12.07;NE;52
1/14/24;South Lake;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;23.04;41.05.00;11.02;12.07;NE;52
1/14/24;Gnangara;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23.03;36.06.00;11.02;12.07;SW;24
1/14/24;Wanneroo;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23.03;36.06.00;11.02;12.07;SW;24
1/14/24;Pinjar;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23.04;41.05.00;11.02;12.07;NE;52
1/28/24;Southern River;the Collie River;SHIRES OF COLLIE AND DARDANUP;13.03;28;14.02;12.01;WSW;44
1/28/24;Southern River;the Collie River;SHIRES OF COLLIE AND DARDANUP;13.03;28;14.02;12.01;WSW;44
12/7/23;Hamersley;HAMERSLEY RANGE;SHIRE OF ASHBURTON;17.06;25.03.00;10.04;7.07;SSW;46
12/7/23;Postans;POSTANS;CITY OF KWINANA;16.01;27.01.00;10.04;7.07;SW;52
12/7/23;Hamersley;HAMERSLEY RANGE;SHIRE OF ASHBURTON;17.06;25.03.00;10.04;7.07;SSW;46
12/7/23;Postans;POSTANS;CITY OF KWINANA;16.01;27.01.00;10.04;7.07;SW;52
12/21/23;Kwinana Town Centre;BERTRAM, KWINANA TOWN CENTRE, ORELIA, PARMELIA, POSTANS and THE SPECTACLES;CITY OF KWINANA;23;35;14.02;12.05;ESE;56
12/21/23;The Spectacles;BERTRAM, KWINANA TOWN CENTRE, ORELIA, PARMELIA, POSTANS and THE SPECTACLES;CITY OF KWINANA;22.02;36.06.00;14.02;9.06;SE;57
12/21/23;Bertram;BERTRAM, KWINANA TOWN CENTRE, ORELIA, PARMELIA, POSTANS and THE SPECTACLES;CITY OF KWINANA;23;35;14.02;12.05;ESE;56
12/21/23;Postans;BERTRAM, KWINANA TOWN CENTRE, ORELIA, PARMELIA, POSTANS and THE SPECTACLES;CITY OF KWINANA;22.04;38.01.00;22.08;9.06;E;72
12/21/23;Orelia;BERTRAM, KWINANA TOWN CENTRE, ORELIA, PARMELIA, POSTANS and THE SPECTACLES;CITY OF KWINANA;23;35;14.02;12.05;ESE;56
12/21/23;Parmelia;BERTRAM, KWINANA TOWN CENTRE, ORELIA, PARMELIA, POSTANS and THE SPECTACLES;CITY OF KWINANA;23;35;14.02;12.05;ESE;56
12/21/23;The Spectacles;POSTANS and THE SPECTACLES;CITY OF KWINANA;22.02;36.06.00;14.02;9.06;SE;57
12/21/23;Postans;POSTANS and THE SPECTACLES;CITY OF KWINANA;22.04;38.01.00;22.08;9.06;E;72
12/21/23;The Spectacles;POSTANS and THE SPECTACLES;CITY OF KWINANA;22.02;36.06.00;14.02;9.06;SE;57
12/21/23;Postans;POSTANS and THE SPECTACLES;CITY OF KWINANA;22.04;38.01.00;22.08;9.06;E;72
12/28/23;Gidgegannup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18;30.05.00;9.02;11.04;ESE;59
12/28/23;Wooroloo;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18;30.05.00;9.02;11.04;ESE;59
12/28/23;Bailup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18;30.05.00;9.02;11.04;ESE;59
12/28/23;Mundaring;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16.07;30.01.00;14.02;12.05;ESE;74
12/28/23;South Lake;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;18.02;31.07.00;9.02;11.04;ESE;78
12/28/23;Armadale;ROLEYSTONE;CITY OF ARMADALE;18;30.04.00;14.02;11.04;ESE;65
12/28/23;Roleystone;ROLEYSTONE;CITY OF ARMADALE;15.01;27.09.00;14.02;12.05;ESE;70
12/28/23;Gidgegannup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18;30.05.00;9.02;11.04;ESE;59
12/28/23;Wooroloo;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18;30.05.00;9.02;11.04;ESE;59
12/28/23;Bailup;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18;30.05.00;9.02;11.04;ESE;59
12/28/23;Mundaring;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16.07;30.01.00;14.02;12.05;ESE;74
2/1/24;Southern River;the Collie River;SHIRES OF COLLIE AND DARDANUP;23.03;41.09.00;14.02;12.07;WSW;37
2/1/24;Southern River;the Collie River;SHIRES OF COLLIE AND DARDANUP;23.03;41.09.00;14.02;12.07;WSW;37
2/8/24;Bullsbrook;BULLSBROOK;CITY OF SWAN;18.03;41;14.02;12.07;SSW;41
2/8/24;Bullsbrook;BULLSBROOK;CITY OF SWAN;18.03;41;14.02;12.07;SSW;41
2/8/24;Stratton;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;18.05;40.09.00;11.08;12.07;SW;35
2/8/24;Middle Swan;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;18.05;40.09.00;11.08;12.07;SW;35
2/8/24;Midvale;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;21.09;40.05.00;14.02;12.05;E;59
2/8/24;Casuarina;CASUARINA and OLDBURY;CITY OF KWINANA;18.01;36.05.00;14.02;12.05;S;39
2/8/24;Oldbury;CASUARINA and OLDBURY;CITY OF KWINANA;17.05;40.00.00;14.02;12.07;ESE;41
2/8/24;Jarrahdale;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;18.05;40.09.00;11.08;12.07;SW;35
2/8/24;Casuarina;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;18.01;36.05.00;14.02;12.05;S;39
2/8/24;Oldbury;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;17.05;40.00.00;14.02;12.07;ESE;41
2/8/24;Serpentine;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;18.01;36.05.00;14.02;12.05;S;39
2/8/24;Jarrahdale;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;18.05;40.09.00;11.08;12.07;SW;35
2/8/24;Casuarina;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;18.01;36.05.00;14.02;12.05;S;39
2/8/24;Oldbury;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;17.05;40.00.00;14.02;12.07;ESE;41
2/8/24;Serpentine;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;18.01;36.05.00;14.02;12.05;S;39
2/8/24;Stratton;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;18.05;40.09.00;11.08;12.07;SW;35
2/8/24;Middle Swan;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;18.05;40.09.00;11.08;12.07;SW;35
2/8/24;Midvale;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;21.09;40.05.00;14.02;12.05;E;59
2/8/24;Jarrahdale;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;18.05;40.09.00;11.08;12.07;SW;35
2/8/24;Casuarina;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;18.01;36.05.00;14.02;12.05;S;39
2/8/24;Oldbury;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;17.05;40.00.00;14.02;12.07;ESE;41
2/8/24;Serpentine;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;18.01;36.05.00;14.02;12.05;S;39
2/8/24;Bullsbrook;BULLSBROOK;CITY OF SWAN;18.03;41;14.02;12.07;SSW;41
2/8/24;Bullsbrook;BULLSBROOK;CITY OF SWAN;18.03;41;14.02;12.07;SSW;41
2/22/24;Eglinton;EGLINTON and YANCHEP;CITY OF WANNEROO;17.04;32.02.00;8.06;12.01;ESE;35
2/22/24;Yanchep;EGLINTON and YANCHEP;CITY OF WANNEROO;17.07;32.07.00;14.02;12.05;E;48
2/22/24;Wanneroo;EGLINTON and YANCHEP;CITY OF WANNEROO;17.04;32.02.00;8.06;12.01;ESE;35
2/22/24;Eglinton;EGLINTON and YANCHEP;CITY OF WANNEROO;17.04;32.02.00;8.06;12.01;ESE;35
2/22/24;Yanchep;EGLINTON and YANCHEP;CITY OF WANNEROO;17.07;32.07.00;14.02;12.05;E;48
2/22/24;Wanneroo;EGLINTON and YANCHEP;CITY OF WANNEROO;17.04;32.02.00;8.06;12.01;ESE;35
2/29/24;Wanneroo;NEERABUP and NOWERGUP;CITY OF WANNEROO;15.09;33.05.00;7.08;12;SSW;39
2/29/24;Nowergup;NEERABUP and NOWERGUP;CITY OF WANNEROO;16.03;36.09.00;7.08;12;ESE;37
2/29/24;Neerabup;NEERABUP and NOWERGUP;CITY OF WANNEROO;17;37;14.02;12;WSW;39
2/29/24;Karnup;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;17.01;37;7.08;12;SW;41
2/29/24;Baldivis;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;14.01;33.02.00;14.02;12.05;ENE;54
2/29/24;Rockingham;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;17.08;24.09.00;14.02;12.05;S;59
2/29/24;Karnup;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;17.01;37;7.08;12;SW;41
2/29/24;Baldivis;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;14.01;33.02.00;14.02;12.05;ENE;54
2/29/24;Rockingham;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;17.08;24.09.00;14.02;12.05;S;59
2/29/24;Wanneroo;NEERABUP and NOWERGUP;CITY OF WANNEROO;15.09;33.05.00;7.08;12;SSW;39
2/29/24;Nowergup;NEERABUP and NOWERGUP;CITY OF WANNEROO;16.03;36.09.00;7.08;12;ESE;37
2/29/24;Neerabup;NEERABUP and NOWERGUP;CITY OF WANNEROO;17;37;14.02;12;WSW;39
2/29/24;Karnup;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;17.01;37;7.08;12;SW;41
2/29/24;Baldivis;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;14.01;33.02.00;14.02;12.05;ENE;54
2/29/24;Rockingham;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;17.08;24.09.00;14.02;12.05;S;59
2/29/24;Karnup;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;17.01;37;7.08;12;SW;41
2/29/24;Baldivis;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;14.01;33.02.00;14.02;12.05;ENE;54
2/29/24;Rockingham;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;17.08;24.09.00;14.02;12.05;S;59
2/29/24;Bertram;BERTRAM;CITY OF KWINANA;17.08;24.09.00;14.02;12.05;S;59
1/4/24;East Rockingham;EAST ROCKINGHAM;CITY OF ROCKINGHAM;17.01;31.09.00;14.02;12.05;E;56
