Date;Suburb;Location;Area;Minimum temperature (�C);Maximum temperature (�C);Evaporation (mm);Sunshine (hours);Direction of maximum wind gust;Speed of maximum wind gust (km/h)
12/22/23;Keysbrook;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;21.04;32.05.00;12.06;12.07;E;52
12/22/23;Serpentine;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20;28.00.00;12.06;12.07;E;28
12/22/23;Jarrahdale;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;18.05;32.08.00;12.06;12.06;W;30
12/22/23;Keysbrook;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;21.04;32.05.00;12.06;12.07;E;52
12/22/23;Serpentine;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20;28.00.00;12.06;12.07;E;28
12/22/23;Jarrahdale;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;18.05;32.08.00;12.06;12.06;W;30
12/22/23;Keysbrook;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;21.04;32.05.00;12.06;12.07;E;52
12/22/23;Serpentine;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20;28.00.00;12.06;12.07;E;28
12/22/23;Jarrahdale;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;18.05;32.08.00;12.06;12.06;W;30
12/22/23;Keysbrook;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;21.04;32.05.00;12.06;12.07;E;52
12/22/23;Serpentine;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20;28.00.00;12.06;12.07;E;28
2/9/24;Stirling;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;19.09;42;14.02;12.05;SW;33
2/9/24;Stirling;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;19.09;42;14.02;12.05;SW;33
2/9/24;Spearwood;SPEARWOOD;CITY OF COCKBURN;21;42.06.00;12.06;12.05;NE;44
2/9/24;Spearwood;SPEARWOOD, MUNSTER and YANGEBUP;CITY OF COCKBURN;21;42.06.00;12.06;12.05;NE;44
2/9/24;Munster;SPEARWOOD, MUNSTER and YANGEBUP;CITY OF COCKBURN;21;42.06.00;12.06;12.05;NE;44
2/9/24;Spearwood;SPEARWOOD, MUNSTER and YANGEBUP;CITY OF COCKBURN;21;42.06.00;12.06;12.05;NE;44
2/9/24;Munster;SPEARWOOD, MUNSTER and YANGEBUP;CITY OF COCKBURN;21;42.06.00;12.06;12.05;NE;44
2/9/24;Spearwood;SPEARWOOD, MUNSTER, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;12.06;12.05;NE;44
2/9/24;Bibra Lake;SPEARWOOD, MUNSTER, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;12.06;12.05;NE;44
2/9/24;Munster;SPEARWOOD, MUNSTER, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;12.06;12.05;NE;44
2/9/24;Spearwood;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;12.06;12.05;NE;44
2/9/24;Bibra Lake;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;12.06;12.05;NE;44
2/9/24;Coogee;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;12.06;12.05;NE;44
2/9/24;Spearwood;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;12.06;12.05;NE;44
2/9/24;Bibra Lake;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;12.06;12.05;NE;44
2/9/24;Coogee;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;12.06;12.05;NE;44
2/9/24;Spearwood;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;18.08;43.04.00;14.02;12.05;ENE;46
2/9/24;Bibra Lake;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;12.06;12.05;NE;44
2/9/24;Coogee;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;12.06;12.05;NE;44
2/9/24;Spearwood;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;12.06;12.05;NE;44
2/9/24;Bibra Lake;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;12.06;12.05;NE;44
2/9/24;Coogee;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;12.06;12.05;NE;44
2/9/24;Spearwood;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;12.06;12.05;NE;44
2/9/24;Bibra Lake;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;12.06;12.05;NE;44
2/9/24;Coogee;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;12.06;12.05;NE;44
12/18/23;Kalamunda;KEWDALE and WATTLE GROVE;CITY OF BELMONT and CITY OF KALAMUNDA;14.09;30.02.00;12.06;12.07;E;70
12/18/23;Kewdale;KEWDALE and WATTLE GROVE;CITY OF BELMONT and CITY OF KALAMUNDA;16.06;31.06.00;13;13.02;E;56
12/18/23;Wattle Grove;KEWDALE and WATTLE GROVE;CITY OF BELMONT and CITY OF KALAMUNDA;14.09;30.02.00;12.06;12.07;E;70
12/18/23;Belmont;KEWDALE and WATTLE GROVE;CITY OF BELMONT and CITY OF KALAMUNDA;16.07;31.02.00;13;13.02;ESE;41
12/18/23;Kalamunda;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;14.09;30.02.00;12.06;12.07;E;70
12/18/23;Kewdale;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;16.06;31.06.00;13;13.02;E;56
12/18/23;Welshpool;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;16.06;31.06.00;13;13.02;E;56
12/18/23;Wattle Grove;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;14.09;30.02.00;12.06;12.07;E;70
12/18/23;Belmont;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;16.07;31.02.00;13;13.02;ESE;41
12/18/23;Kalamunda;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;14.09;30.02.00;12.06;12.07;E;70
12/18/23;Kewdale;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;16.06;31.06.00;12.06;13.02;E;56
12/18/23;Welshpool;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;16.06;31.06.00;13;13.02;E;56
12/18/23;Wattle Grove;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;14.09;30.02.00;12.06;12.07;E;70
12/18/23;Belmont;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;16.07;31.02.00;13;13.02;ESE;41
12/18/23;Kalamunda;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;14.09;30.02.00;12.06;12.07;E;70
12/18/23;Kewdale;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;16.06;31.06.00;13;13.02;E;56
12/18/23;Welshpool;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;16.06;31.06.00;13;13.02;E;56
12/18/23;Wattle Grove;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;14.09;30.02.00;12.06;12.07;E;70
12/18/23;Belmont;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;16.07;31.02.00;13;13.02;ESE;41
1/1/24;Jarrahdale;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;17.01;30.09.00;9;11.08;WSW;31
1/1/24;Darling Downs;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;16;27.08.00;12.06;11.08;SW;48
1/1/24;Serpentine;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;17.09;24.00.00;12.06;12.07;SSW;67
1/1/24;Jarrahdale;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;17.01;30.09.00;9;11.08;WSW;31
1/1/24;Darling Downs;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;16;27.08.00;12.06;11.08;SW;48
1/1/24;Serpentine;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;17.09;24.00.00;12.06;12.07;SSW;67
1/15/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;21.03;38.01.00;12.06;12.07;WSW;43
1/15/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;22.03;34.04.00;11;12.01;WSW;26
1/15/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;21.08;36.06.00;11;12.01;W;43
1/15/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;21.03;38.01.00;12.06;12.07;WSW;43
1/15/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;22.03;34.04.00;11;12.01;WSW;26
1/15/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;21.08;36.06.00;11;12.01;W;43
12/9/23;Ellenbrook;ELLENBROOK;CITY OF SWAN;13.08;28.08.00;10.02;13;ESE;39
12/9/23;Ellenbrook;ELLENBROOK;CITY OF SWAN;13.08;28.08.00;10.02;13;ESE;39
12/23/23;Jarrahdale;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;15.09;35.04.00;8.04;13.01;ESE;39
12/23/23;Keysbrook;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;15.05;31.05.00;12.06;12.07;E;52
12/23/23;Serpentine;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;19.08;27.06.00;12.06;12.07;ESE;54
12/23/23;Jarrahdale;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;15.09;35.04.00;8.04;13.01;ESE;39
12/23/23;Keysbrook;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;15.05;31.05.00;12.06;12.07;E;52
12/23/23;Serpentine;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;19.08;27.06.00;12.06;12.07;ESE;54
12/23/23;Jarrahdale;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;15.09;35.04.00;8.04;13.01;ESE;39
12/23/23;Keysbrook;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;15.05;31.05.00;12.06;12.07;E;52
12/23/23;Serpentine;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;19.08;27.06.00;12.06;12.07;ESE;54
12/23/23;Jarrahdale;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;15.09;35.04.00;8.04;13.01;ESE;39
12/23/23;Keysbrook;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;15.05;31.05.00;12.06;12.07;E;52
12/23/23;Serpentine;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;19.08;27.06.00;12.06;12.07;ESE;54
12/23/23;Jarrahdale;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;15.09;35.04.00;8.04;13.01;ESE;39
12/23/23;Keysbrook;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;15.05;31.05.00;12.06;12.07;E;52
12/23/23;Serpentine;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;19.08;27.06.00;12.06;12.07;ESE;54
1/13/24;Yanchep;BAMBUN, MUCHEA, YANCHEP and YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;;43;12.06;12.07;E;44
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP and YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23.02;40.07.00;11;11.03;E;33
1/13/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;;43;12.06;12.07;E;44
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23.02;40.07.00;11;11.03;E;33
1/13/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;;43;12.06;12.07;E;44
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23.02;40.07.00;11;11.03;E;33
1/13/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;;43;12.06;12.07;E;44
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23.02;40.07.00;11;11.03;E;33
1/13/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;;43;12.06;12.07;E;44
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23.02;40.07.00;11;11.03;E;33
1/13/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;;43;12.06;12.07;E;44
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23.02;40.07.00;11;11.03;E;33
1/13/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;;43;12.06;12.07;E;44
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23.02;40.07.00;11;11.03;E;33
1/13/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;;43;12.06;12.07;E;44
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23.02;40.07.00;11;11.03;E;33
1/13/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;;43;12.06;12.07;E;44
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23.02;40.07.00;11;11.03;E;33
1/13/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;;43;12.06;12.07;E;44
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23.02;40.07.00;11;11.03;E;33
1/13/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;;43;12.06;12.07;E;44
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23.02;40.07.00;11;11.03;E;33
2/18/24;Karrinyup;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;23.04;42.09.00;10.04;6.02;ENE;30
2/18/24;Gwelup;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;23.04;42.09.00;10.04;6.02;ENE;30
2/18/24;Stirling;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;23.04;42.09.00;10.04;6.02;ENE;30
2/18/24;Carine;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;23.04;42.09.00;10.04;6.02;ESE;30
2/18/24;Karrinyup;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;23.04;42.09.00;10.04;6.02;ENE;30
2/18/24;Gwelup;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;23.04;42.09.00;10.04;6.02;ENE;30
2/18/24;Stirling;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;23.04;42.09.00;10.04;6.02;ENE;30
2/18/24;Carine;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;23.04;42.09.00;10.04;6.02;ESE;30
1/7/24;Jarrahdale;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;16.09;37.03.00;9.02;12.07;SW;30
1/7/24;Oldbury;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;16.07;35.01.00;12.06;12.07;SSW;39
1/7/24;Serpentine;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;19.02;30.09.00;12.06;12.07;SSW;43
1/7/24;Jarrahdale;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;16.09;37.03.00;9.02;12.07;SW;30
1/7/24;Oldbury;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;16.07;35.01.00;12.06;12.07;SSW;39
1/7/24;Serpentine;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;19.02;30.09.00;12.06;12.07;SSW;43
1/7/24;Yanchep;Yanchep National Park;CITY OF WANNEROO;15;38.03.00;12.06;12.07;SSW;46
1/7/24;Wanneroo;Yanchep National Park;CITY OF WANNEROO;18.01;36;9.02;12.07;SSW;37
1/7/24;Yanchep;Yanchep National Park;CITY OF WANNEROO;15;38.03.00;12.06;12.07;SSW;46
1/7/24;Wanneroo;Yanchep National Park;CITY OF WANNEROO;18.01;36;9.02;12.07;SSW;37
1/14/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;19.06;41;12.06;12.07;ENE;52
1/14/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23.03;36.06.00;11.02;12.07;SW;24
1/14/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;19.06;41;12.06;12.07;ENE;52
1/14/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23.03;36.06.00;11.02;12.07;SW;24
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO;19.06;41;12.06;12.07;ENE;52
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO;23.03;36.06.00;11.02;12.07;SW;24
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO;23.04;41.05.00;11.02;12.07;NE;52
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO;19.06;41;12.06;12.07;ENE;52
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO;23.03;36.06.00;11.02;12.07;SW;24
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO;23.04;41.05.00;11.02;12.07;NE;52
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;19.06;41;12.06;12.07;ENE;52
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23.03;36.06.00;11.02;12.07;SW;24
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23.04;41.05.00;11.02;12.07;NE;52
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;19.06;41;12.06;12.07;ENE;52
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23.03;36.06.00;11.02;12.07;SW;24
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23.04;41.05.00;11.02;12.07;NE;52
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;19.06;41;12.06;12.07;ENE;52
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23.03;36.06.00;11.02;12.07;SW;24
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23.04;41.05.00;11.02;12.07;NE;52
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;19.06;41;12.06;12.07;ENE;52
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23.03;36.06.00;11.02;12.07;SW;24
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23.04;41.05.00;11.02;12.07;NE;52
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;19.06;41;12.06;12.07;ENE;52
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23.03;36.06.00;11.02;12.07;SW;24
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23.04;41.05.00;11.02;12.07;NE;52
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;19.06;41;12.06;12.07;ENE;52
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23.03;36.06.00;11.02;12.07;SW;24
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23.04;41.05.00;11.02;12.07;NE;52
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;19.06;41;12.06;12.07;ENE;52
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23.03;36.06.00;11.02;12.07;SW;24
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23.04;41.05.00;11.02;12.07;NE;52
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;19.06;41;12.06;12.07;ENE;52
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23.03;36.06.00;11.02;12.07;SW;24
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23.04;41.05.00;11.02;12.07;NE;52
12/14/23;Stratton;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;14.07;31.05.00;10;13;SW;33
12/14/23;Middle Swan;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;14.07;31.05.00;10;13;SW;33
12/14/23;Midvale;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;15.09;31.03.00;12.06;12.07;E;54
12/14/23;Stratton;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;14.07;31.05.00;10;13;SW;33
12/14/23;Middle Swan;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;14.07;31.05.00;10;13;SW;33
