Date;Suburb;Time;Status;Location;Area;Minimum temperature (�C);Maximum temperature (�C);Rainfall (mm);Evaporation (mm);Sunshine (hours);Direction of maximum wind gust;Speed of maximum wind gust (km/h);Time of maximum wind gust
2/5/24;Stratton;10.28.00;ADVICE;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN;14,09;28.09.00;0;10;12,07;ENE;31;08.12
2/5/24;Midvale;10.28.00;ADVICE;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN;13,06;28.07.00;0;14,02;12,05;ESE;44;01.49
2/5/24;Stratton;19.11.00;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;14,09;28.09.00;0;10;12,07;ENE;31;08.12
2/5/24;Middle Swan;19.11.00;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;14,09;28.09.00;0;10;12,07;ENE;31;08.12
2/5/24;Midvale;19.11.00;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;13,06;28.07.00;0;14,02;12,05;ESE;44;01.49
2/5/24;Stratton;19.14.00;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;14,09;28.09.00;0;10;12,07;ENE;31;08.12
2/5/24;Middle Swan;19.14.00;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;14,09;28.09.00;0;10;12,07;ENE;31;08.12
2/5/24;Midvale;19.14.00;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;13,06;28.07.00;0;14,02;12,05;ESE;44;01.49
2/5/24;Stratton;19.19.00;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;14,09;28.09.00;0;10;12,07;ENE;31;08.12
2/5/24;Middle Swan;19.19.00;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;14,09;28.09.00;0;10;12,07;ENE;31;08.12
2/5/24;Midvale;19.19.00;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;13,06;28.07.00;0;14,02;12,05;ESE;44;01.49
2/12/24;Bullsbrook;10.24.00;ADVICE;BULLSBROOK;CITY OF SWAN;17;38.01.00;0;14,02;12,04;ENE;54;22.58
1/1/24;Jarrahdale;14.34.00;ADVICE;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;17,01;30.09.00;0;9;11,08;WSW;31;14.44
1/1/24;Darling Downs;14.34.00;ADVICE;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;16;27.08.00;0;14,02;11,08;SW;48;14.15
1/1/24;Serpentine;14.34.00;ADVICE;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;17,09;24.00.00;0;14,02;12,05;SSW;67;19.08
1/1/24;Jarrahdale;15.38.00;ADVICE;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;17,01;30.09.00;0;9;11,08;WSW;31;14.44
1/1/24;Darling Downs;15.38.00;ADVICE;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;16;27.08.00;0;14,02;11,08;SW;48;14.15
1/1/24;Serpentine;15.38.00;ADVICE;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;17,09;24.00.00;0;14,02;12,05;SSW;67;19.08
1/15/24;South Lake;10.20.00;ADVICE;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;21,08;36.06.00;0;11;12,01;W;43;11.44
1/15/24;Yanchep;12.12.00;ADVICE;BAMBUN, MUCHEA, PINJAR, YANCHEP, YEAL;CITY OF WANNEROO and the SHIRES OF GINGIN and CHITTERING;21,03;38.01.00;0;14,02;12,05;WSW;43;13.19
1/15/24;Wanneroo;12.12.00;ADVICE;BAMBUN, MUCHEA, PINJAR, YANCHEP, YEAL;CITY OF WANNEROO and the SHIRES OF GINGIN and CHITTERING;22,03;34.04.00;0;11;12,01;WSW;26;13.42
1/15/24;Pinjar;12.12.00;ADVICE;BAMBUN, MUCHEA, PINJAR, YANCHEP, YEAL;CITY OF WANNEROO and the SHIRES OF GINGIN and CHITTERING;21,08;36.06.00;0;11;12,01;W;43;11.44
1/15/24;Yanchep;12.41.00;ADVICE;BAMBUN, MUCHEA, PINJAR, YANCHEP, YEAL;CITY OF WANNEROO and the SHIRES OF GINGIN and CHITTERING.;21,03;38.01.00;0;14,02;12,05;WSW;43;13.19
1/15/24;Wanneroo;12.41.00;ADVICE;BAMBUN, MUCHEA, PINJAR, YANCHEP, YEAL;CITY OF WANNEROO and the SHIRES OF GINGIN and CHITTERING.;22,03;34.04.00;0;11;12,01;WSW;26;13.42
1/15/24;Pinjar;12.41.00;ADVICE;BAMBUN, MUCHEA, PINJAR, YANCHEP, YEAL;CITY OF WANNEROO and the SHIRES OF GINGIN and CHITTERING.;21,08;36.06.00;0;11;12,01;W;43;11.44
1/15/24;Jarrahdale;12.42.00;ADVICE;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE;21,02;38.01.00;0;11;12,01;W;30;12.59
1/15/24;Oakford;12.42.00;ADVICE;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE;23,01;34.05.00;0;14,02;12,01;N;31;10.34
1/15/24;Serpentine;12.42.00;ADVICE;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE;22;33.01.00;0;14,02;12,05;N;31;07.56
1/15/24;Jarrahdale;15.19.00;ADVICE;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE;21,02;38.01.00;0;11;12,01;W;30;12.59
1/15/24;Oakford;15.19.00;ADVICE;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE;23,01;34.05.00;0;14,02;12,01;N;31;10.34
1/15/24;Serpentine;15.19.00;ADVICE;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE;22;33.01.00;0;14,02;12,05;N;31;07.56
1/22/24;Gnangara;14.35.00;ADVICE;MUCHEA and PINJAR;SHIRE OF CHITTERING and CITY OF WANNEROO;15,09;28;0;10,02;13,01;SSW;41;15.26
1/22/24;Wanneroo;14.35.00;ADVICE;MUCHEA and PINJAR;SHIRE OF CHITTERING and CITY OF WANNEROO;15,09;28;0;10,02;13,01;SSW;41;15.26
1/22/24;Pinjar;14.35.00;ADVICE;MUCHEA and PINJAR;SHIRE OF CHITTERING and CITY OF WANNEROO;12,08;29.08.00;0;10,02;13,01;SW;48;15.13
12/9/23;Bullsbrook;11.04.00;ADVICE;BULLSBROOK;CITY OF SWAN;14;29.08.00;0;14,02;13;SE;61;11.27
12/9/23;South Lake;14.25.00;ADVICE;Lake Muir Nature Reserve;Shire of Manjimup;13,05;29;0;10,02;13;E;52;07.48
12/9/23;Bullsbrook;15.52.00;ADVICE;BULLSBROOK;CITY OF SWAN;14;29.08.00;0;14,02;13;SE;61;11.27
12/9/23;South Lake;16.14.00;ADVICE;Lake Muir Nature Reserve;Shire of Manjimup;13,05;29;0;10,02;13;E;52;07.48
12/9/23;Ellenbrook;23.05.00;ADVICE;ELLENBROOK;CITY OF SWAN;13,08;28.08.00;0;10,02;13;ESE;39;14.40
12/9/23;Ellenbrook;23.16.00;ADVICE;ELLENBROOK;CITY OF SWAN;13,08;28.08.00;0;10,02;13;ESE;39;14.40
12/23/23;Mundaring;10.01.00;ADVICE;PARKERVILLE;SHIRE OF MUNDARING;18,03;36;0;14,02;12,05;E;59;23.34
12/23/23;Parkerville;10.01.00;ADVICE;PARKERVILLE;SHIRE OF MUNDARING;18,03;36;0;14,02;12,05;E;59;23.34
12/23/23;The Spectacles;10.03.00;ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA;17,07;36.00.00;0;14,02;13,01;ESE;56;23.44
12/23/23;Postans;10.03.00;ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA;16,06;35.07.00;0;8,04;13,01;ESE;54;22.35
12/23/23;Gidgegannup;10.18.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15,09;35.04.00;0;8,04;13,01;ESE;39;21.50
12/23/23;Wooroloo;10.18.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15,09;35.04.00;0;8,04;13,01;ESE;39;21.50
12/23/23;Bailup;10.18.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;14,01;35.04.00;0;7,01;12,01;ESE;39;21.50
12/23/23;Mundaring;10.18.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18,03;36;0;14,02;12,05;E;59;23.34
12/23/23;Gidgegannup;15.24.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15,09;35.04.00;0;8,04;13,01;ESE;39;21.50
12/23/23;Wooroloo;15.24.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15,09;35.04.00;0;8,04;13,01;ESE;39;21.50
12/23/23;Bailup;15.24.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;14,01;35.04.00;0;7,01;12,01;ESE;39;21.50
12/23/23;Mundaring;15.24.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18,03;36;0;14,02;12,05;E;59;23.34
12/23/23;Mundaring;15.28.00;ADVICE;PARKERVILLE;SHIRE OF MUNDARING;18,03;36;0;14,02;12,05;E;59;23.34
12/23/23;Parkerville;15.28.00;ADVICE;PARKERVILLE;SHIRE OF MUNDARING;18,03;36;0;14,02;12,05;E;59;23.34
12/23/23;The Spectacles;16.21.00;ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA;17,07;36.00.00;0;14,02;13,01;ESE;56;23.44
12/23/23;Postans;16.21.00;ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA;16,06;35.07.00;0;8,04;13,01;ESE;54;22.35
12/23/23;Jarrahdale;18.09.00;ADVICE;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;15,09;35.04.00;0;8,04;13,01;ESE;39;21.50
12/23/23;Keysbrook;18.09.00;ADVICE;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;15,05;31.05.00;0;14,02;12,05;NULL;33;NULL
12/23/23;Serpentine;18.09.00;ADVICE;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;19,08;27.06.00;0;14,02;12,05;ESE;54;22.35
2/10/24;Bullsbrook;10.28.00;ADVICE;BULLSBROOK;CITY OF SWAN;18,08;44.02.00;0;14,02;12,05;SW;44;15.43
2/10/24;Spearwood;10.51.00;ADVICE;SPEARWOOD and LAKE COOGEE;CITY OF COCKBURN;20,07;42.06.00;0;14,02;12,05;W;48;14.51
2/10/24;Coogee;10.51.00;ADVICE;SPEARWOOD and LAKE COOGEE;CITY OF COCKBURN;20,07;42.06.00;0;14,02;12,05;W;48;14.51
2/10/24;Bullsbrook;14.32.00;ADVICE;BULLSBROOK;CITY OF SWAN;18,08;44.02.00;0;14,02;12,05;SW;44;15.43
1/13/24;South Lake;10.41.00;ADVICE;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;22,09;41.03.00;0;11;11,03;E;57;00.39
1/13/24;Gnangara;12.25.00;ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23,02;40.07.00;1;11;11,03;E;33;00.41
1/13/24;Wanneroo;12.25.00;ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23,02;40.07.00;1;11;11,03;E;33;00.41
1/13/24;Pinjar;12.25.00;ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;22,09;41.03.00;0;11;11,03;E;57;00.39
1/13/24;Yanchep;13.42.00;ADVICE;BAMBUN, MUCHEA, YANCHEP and YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;;43;3;14,02;12,05;E;44;03.04
1/13/24;Wanneroo;13.42.00;ADVICE;BAMBUN, MUCHEA, YANCHEP and YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23,02;40.07.00;1;11;11,03;E;33;00.41
1/13/24;Success;14.00.00;ADVICE;BEELIAR and SUCCESS;CITY OF COCKBURN;23,06;40.04.00;1;14,02;11,03;ENE;44;00.43
1/13/24;Beeliar;14.00.00;ADVICE;BEELIAR and SUCCESS;CITY OF COCKBURN;23,06;40.04.00;1;14,02;11,03;ENE;44;00.43
1/13/24;Gnangara;15.34.00;ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23,02;40.07.00;1;11;11,03;E;33;00.41
1/13/24;Wanneroo;15.34.00;ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23,02;40.07.00;1;11;11,03;E;33;00.41
1/13/24;Pinjar;15.34.00;ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;22,09;41.03.00;0;11;11,03;E;57;00.39
1/13/24;South Lake;15.36.00;ADVICE;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;22,09;41.03.00;0;11;11,03;E;57;00.39
1/27/24;Southern River;10.49.00;ADVICE;the Collie River;SHIRES OF COLLIE AND DARDANUP;16,06;32.06.00;0;14,02;13;ESE;39;05.44
1/27/24;Southern River;15.39.00;ADVICE;the Collie River;SHIRES OF COLLIE AND DARDANUP;16,06;32.06.00;0;14,02;13;ESE;39;05.44
12/3/23;South Lake;10.41.00;ADVICE;Lake Muir Nature Reserve;Shire of Manjimup;18,01;27.05.00;0;6,08;8,01;SW;33;11.47
12/3/23;Wanneroo;10.42.00;ADVICE;JANDABUP and MARIGINIUP;CITY OF WANNEROO;18,03;26.02.00;0;6,08;9,08;SW;30;14.16
12/3/23;Mariginiup;10.42.00;ADVICE;JANDABUP and MARIGINIUP;CITY OF WANNEROO;15,04;28.08.00;0;14,02;9,08;WSW;37;13.13
12/3/23;Hamersley;10.52.00;ADVICE;HAMERSLEY RANGE;SHIRE OF ASHBURTON;18,03;26.02.00;0;6,08;9,08;SW;30;14.16
12/3/23;Wanneroo;15.33.00;ADVICE;JANDABUP and MARIGINIUP;CITY OF WANNEROO;18,03;26.02.00;0;6,08;9,08;SW;30;14.16
12/3/23;Mariginiup;15.33.00;ADVICE;JANDABUP and MARIGINIUP;CITY OF WANNEROO;15,04;28.08.00;0;14,02;9,08;WSW;37;13.13
12/3/23;Hamersley;15.41.00;ADVICE;HAMERSLEY RANGE;SHIRE OF ASHBURTON;18,03;26.02.00;0;6,08;9,08;SW;30;14.16
12/10/23;South Lake;10.25.00;ADVICE;Lake Muir Nature Reserve;Shire of Manjimup;14,01;31.04.00;0;10,08;13,03;E;57;03.36
12/10/23;Bullsbrook;10.36.00;ADVICE;BULLSBROOK;CITY OF SWAN;14,05;31.05.00;0;14,02;13,03;SE;50;16.09
12/10/23;Jarrahdale;11.12.00;ADVICE;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA;14,04;31.03.00;0;10,08;13,03;NULL;33;NULL
12/10/23;Wellard;11.12.00;ADVICE;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA;15;31.04.00;0;14,02;12,05;ESE;50;00.10
12/10/23;Oldbury;11.12.00;ADVICE;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA;14,02;31.02.00;0;14,02;13,03;E;52;00.13
12/10/23;Serpentine;11.12.00;ADVICE;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA;15;31.04.00;0;14,02;12,05;ESE;50;00.10
12/10/23;South Lake;15.27.00;ADVICE;Lake Muir Nature Reserve;Shire of Manjimup;14,01;31.04.00;0;10,08;13,03;E;57;03.36
12/17/23;Bullsbrook;14.54.00;ADVICE;BULLSBROOK;CITY OF SWAN;18,07;35.02.00;0;14,02;13,02;ENE;54;22.38
12/17/23;Bullsbrook;16.08.00;ADVICE;BULLSBROOK;CITY OF SWAN;18,07;35.02.00;0;14,02;13,02;ENE;54;22.38
12/24/23;Jarrahdale;10.53.00;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;16,06;36.02.00;0;12,08;12,04;SSE;52;01.33
12/24/23;Keysbrook;10.53.00;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;13,04;33;0;14,02;12,05;NULL;33;NULL
12/24/23;Serpentine;10.53.00;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;17,01;31.08.00;0;14,02;12,05;ESE;50;01.11
12/24/23;The Spectacles;11.02.00;ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA;16,06;34.02.00;0;14,02;12,04;E;57;04.09
12/24/23;Postans;11.02.00;ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA;16,06;36.01.00;0;12,08;12,04;E;54;07.49
12/24/23;Mundaring;11.03.00;ADVICE;PARKERVILLE;SHIRE OF MUNDARING;14,08;36;0;14,02;12,05;E;78;01.32
12/24/23;Parkerville;11.03.00;ADVICE;PARKERVILLE;SHIRE OF MUNDARING;14,08;36;0;14,02;12,05;E;78;01.32
12/24/23;Gidgegannup;11.06.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16,06;36.02.00;0;12,08;12,04;SSE;52;01.33
12/24/23;Wooroloo;11.06.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16,06;36.02.00;0;12,08;12,04;SSE;52;01.33
12/24/23;Bailup;11.06.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15,01;36.02.00;0;11,01;11,01;SSE;52;01.33
12/24/23;Mundaring;11.06.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;14,08;36;0;14,02;12,05;E;78;01.32
12/24/23;Jarrahdale;11.45.00;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;16,06;36.02.00;0;12,08;12,04;SSE;52;01.33
12/24/23;Keysbrook;11.45.00;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;13,04;33;0;14,02;12,05;NULL;33;NULL
12/24/23;Serpentine;11.45.00;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;17,01;31.08.00;0;14,02;12,05;ESE;50;01.11
12/24/23;South Lake;14.38.00;ADVICE;Lake Muir Nature Reserve;Shire of Manjimup;16,06;36.01.00;0;12,08;12,04;E;54;07.49
12/24/23;The Spectacles;16.02.00;ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA;16,06;34.02.00;0;14,02;12,04;E;57;04.09
12/24/23;Postans;16.02.00;ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA;16,06;36.01.00;0;12,08;12,04;E;54;07.49
12/24/23;Mundaring;16.05.00;ADVICE;PARKERVILLE;SHIRE OF MUNDARING;14,08;36;0;14,02;12,05;E;78;01.32
12/24/23;Parkerville;16.05.00;ADVICE;PARKERVILLE;SHIRE OF MUNDARING;14,08;36;0;14,02;12,05;E;78;01.32
12/24/23;Jarrahdale;16.16.00;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;16,06;36.02.00;0;12,08;12,04;SSE;52;01.33
12/24/23;Keysbrook;16.16.00;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;13,04;33;0;14,02;12,05;NULL;33;NULL
12/24/23;Serpentine;16.16.00;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;17,01;31.08.00;0;14,02;12,05;ESE;50;01.11
12/24/23;Gidgegannup;16.20.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16,06;36.02.00;0;12,08;12,04;SSE;52;01.33
12/24/23;Wooroloo;16.20.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16,06;36.02.00;0;12,08;12,04;SSE;52;01.33
12/24/23;Bailup;16.20.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15,01;36.02.00;0;11,01;11,01;SSE;52;01.33
12/24/23;Mundaring;16.20.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;14,08;36;0;14,02;12,05;E;78;01.32
12/24/23;Kalamunda;17.23.00;ADVICE;WATTLE GROVE;CITY OF KALAMUNDA;14,08;36.00.00;0;14,02;12,05;E;78;01.32
12/24/23;Wattle Grove;17.23.00;ADVICE;WATTLE GROVE;CITY OF KALAMUNDA;14,08;36.00.00;0;14,02;12,05;E;78;01.32
12/24/23;Kalamunda;18.16.00;ADVICE;WATTLE GROVE;CITY OF KALAMUNDA;14,08;36.00.00;0;14,02;12,05;E;78;01.32
12/24/23;Wattle Grove;18.16.00;ADVICE;WATTLE GROVE;CITY OF KALAMUNDA;14,08;36.00.00;0;14,02;12,05;E;78;01.32
12/24/23;Jarrahdale;20.50.00;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;16,06;36.02.00;0;12,08;12,04;SSE;52;01.33
12/24/23;Keysbrook;20.50.00;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;13,04;33;0;14,02;12,05;NULL;33;NULL
12/24/23;Serpentine;20.50.00;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;17,01;31.08.00;0;14,02;12,05;ESE;50;01.11
12/31/23;South Lake;09.40.00;ADVICE;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;18,09;33.00.00;0;9;13,01;ESE;44;00.40
2/4/24;Swan View;18.47.00;ADVICE;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN and SHIRE OF MUNDARING;14,04;28;0;14,02;12,05;S;57;16.08
2/4/24;Stratton;18.47.00;ADVICE;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN and SHIRE OF MUNDARING;16;28.00.00;0;11;12,07;SW;39;16.28
2/4/24;Mundaring;18.47.00;ADVICE;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN and SHIRE OF MUNDARING;15,06;27.04.00;0;11;12,07;SSW;56;18.16
2/4/24;Midvale;18.47.00;ADVICE;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN and SHIRE OF MUNDARING;14,04;28;0;14,02;12,05;S;57;16.08
2/4/24;Swan View;20.19.00;ADVICE;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN;14,04;28;0;14,02;12,05;S;57;16.08
2/4/24;Stratton;20.19.00;ADVICE;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN;16;28.00.00;0;11;12,07;SW;39;16.28
2/4/24;Midvale;20.19.00;ADVICE;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN;14,04;28;0;14,02;12,05;S;57;16.08
2/11/24;Bullsbrook;11.21.00;ADVICE;BULLSBROOK;CITY OF SWAN;16,06;42.05.00;0;14,02;12,04;SW;35;14.11
2/11/24;Bullsbrook;15.54.00;ADVICE;BULLSBROOK;CITY OF SWAN;16,06;42.05.00;0;14,02;12,04;SW;35;14.11
2/18/24;Gwelup;18.30.00;ADVICE;GWELUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;ENE;30;03.56
2/18/24;Stirling;18.30.00;ADVICE;GWELUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;ENE;30;03.56
2/18/24;Karrinyup;19.59.00;ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;ENE;30;03.56
2/18/24;Gwelup;19.59.00;ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;ENE;30;03.56
2/18/24;Stirling;19.59.00;ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;ENE;30;03.56
2/18/24;Karrinyup;20.02.00;ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;ENE;30;03.56
2/18/24;Gwelup;20.02.00;ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;ENE;30;03.56
2/18/24;Stirling;20.02.00;ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;ENE;30;03.56
2/18/24;Karrinyup;21.46.00;ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;ENE;30;03.56
2/18/24;Gwelup;21.46.00;ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;ENE;30;03.56
2/18/24;Stirling;21.46.00;ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;ENE;30;03.56
1/7/24;Yanchep;16.22.00;ADVICE;CARABOODA and YANCHEP;CITY OF WANNEROO;15;38.03.00;0;14,02;12,05;SSW;46;16.11
1/7/24;Wanneroo;16.22.00;ADVICE;CARABOODA and YANCHEP;CITY OF WANNEROO;18,01;36;0;9,02;12,07;SSW;37;17.03
1/7/24;Carabooda;16.22.00;ADVICE;CARABOODA and YANCHEP;CITY OF WANNEROO;15;38.03.00;0;14,02;12,05;SSW;46;16.11
1/7/24;Jarrahdale;18.07.00;ADVICE;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;16,09;37.03.00;0;9,02;12,07;SW;30;17.05
1/7/24;Oldbury;18.07.00;ADVICE;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;16,07;35.01.00;0;14,02;12,07;SSW;39;16.45
1/7/24;Serpentine;18.07.00;ADVICE;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;19,02;30.09.00;0;14,02;12,05;SSW;43;17.25
1/7/24;East Rockingham;20.38.00;ADVICE;EAST ROCKINGHAM;CITY OF ROCKINGHAM;19,02;30.09.00;0;14,02;12,05;SSW;43;17.25
1/7/24;Rockingham;20.38.00;ADVICE;EAST ROCKINGHAM;CITY OF ROCKINGHAM;19,02;30.09.00;0;14,02;12,05;SSW;43;17.25
1/7/24;East Rockingham;20.44.00;ADVICE;EAST ROCKINGHAM;CITY OF ROCKINGHAM;19,02;30.09.00;0;14,02;12,05;SSW;43;17.25
1/7/24;Rockingham;20.44.00;ADVICE;EAST ROCKINGHAM;CITY OF ROCKINGHAM;17,01;37.03.00;0;9,02;12,07;ENE;50;04.37
1/7/24;Yanchep;20.48.00;ADVICE;Yanchep National Park;CITY OF WANNEROO;15;38.03.00;0;14,02;12,05;SSW;46;16.11
