Date;Suburb;Time;Status;Location;Area;Minimum temperature (�C);Maximum temperature (�C);Rainfall (mm);Evaporation (mm);Sunshine (hours);Direction of maximum wind gust;Speed of maximum wind gust (km/h);Time of maximum wind gust
1/7/24;Wanneroo;20.48.00;ADVICE;Yanchep National Park;CITY OF WANNEROO;18,01;36;0;9,02;12,07;SSW;37;17.03
1/14/24;South Lake;09.27.00;ADVICE;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;23,04;41.05.00;0;11,02;12,07;NE;52;12.29
1/14/24;Gnangara;10.05.00;ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23,03;36.06.00;0;11,02;12,07;SW;24;10.21
1/14/24;Wanneroo;10.05.00;ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23,03;36.06.00;0;11,02;12,07;SW;24;10.21
1/14/24;Pinjar;10.05.00;ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23,04;41.05.00;0;11,02;12,07;NE;52;12.29
1/14/24;South Lake;15.27.00;ADVICE;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;23,04;41.05.00;0;11,02;12,07;NE;52;12.29
1/14/24;Gnangara;15.29.00;ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23,03;36.06.00;0;11,02;12,07;SW;24;10.21
1/14/24;Wanneroo;15.29.00;ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23,03;36.06.00;0;11,02;12,07;SW;24;10.21
1/14/24;Pinjar;15.29.00;ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23,04;41.05.00;0;11,02;12,07;NE;52;12.29
1/28/24;Southern River;10.45.00;ADVICE;the Collie River;SHIRES OF COLLIE AND DARDANUP;13,03;28;0;14,02;12,01;WSW;44;13.31
1/28/24;Southern River;15.51.00;ADVICE;the Collie River;SHIRES OF COLLIE AND DARDANUP;13,03;28;0;14,02;12,01;WSW;44;13.31
12/7/23;Hamersley;10.21.00;ADVICE;HAMERSLEY RANGE;SHIRE OF ASHBURTON;17,06;25.03.00;0;10,04;7,07;SSW;46;15.35
12/7/23;Postans;10.30.00;ADVICE;POSTANS;CITY OF KWINANA;16,01;27.01.00;0;10,04;7,07;SW;52;14.00
12/7/23;Hamersley;15.24.00;ADVICE;HAMERSLEY RANGE;SHIRE OF ASHBURTON;17,06;25.03.00;0;10,04;7,07;SSW;46;15.35
12/7/23;Postans;15.34.00;ADVICE;POSTANS;CITY OF KWINANA;16,01;27.01.00;0;10,04;7,07;SW;52;14.00
12/21/23;Kwinana Town Centre;00.48.00;ADVICE;BERTRAM, KWINANA TOWN CENTRE, ORELIA, PARMELIA, POSTANS and THE SPECTACLES;CITY OF KWINANA;23;35;0;14,02;12,05;ESE;56;00.16
12/21/23;The Spectacles;00.48.00;ADVICE;BERTRAM, KWINANA TOWN CENTRE, ORELIA, PARMELIA, POSTANS and THE SPECTACLES;CITY OF KWINANA;22,02;36.06.00;0;14,02;9,06;SE;57;15.24
12/21/23;Bertram;00.48.00;ADVICE;BERTRAM, KWINANA TOWN CENTRE, ORELIA, PARMELIA, POSTANS and THE SPECTACLES;CITY OF KWINANA;23;35;0;14,02;12,05;ESE;56;00.16
12/21/23;Postans;00.48.00;ADVICE;BERTRAM, KWINANA TOWN CENTRE, ORELIA, PARMELIA, POSTANS and THE SPECTACLES;CITY OF KWINANA;22,04;38.01.00;0;22,08;9,06;E;72;00.27
12/21/23;Orelia;00.48.00;ADVICE;BERTRAM, KWINANA TOWN CENTRE, ORELIA, PARMELIA, POSTANS and THE SPECTACLES;CITY OF KWINANA;23;35;0;14,02;12,05;ESE;56;00.16
12/21/23;Parmelia;00.48.00;ADVICE;BERTRAM, KWINANA TOWN CENTRE, ORELIA, PARMELIA, POSTANS and THE SPECTACLES;CITY OF KWINANA;23;35;0;14,02;12,05;ESE;56;00.16
12/21/23;The Spectacles;02.18.00;ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA;22,02;36.06.00;0;14,02;9,06;SE;57;15.24
12/21/23;Postans;02.18.00;ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA;22,04;38.01.00;0;22,08;9,06;E;72;00.27
12/21/23;The Spectacles;03.58.00;ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA;22,02;36.06.00;0;14,02;9,06;SE;57;15.24
12/21/23;Postans;03.58.00;ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA;22,04;38.01.00;0;22,08;9,06;E;72;00.27
12/28/23;Gidgegannup;09.45.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18;30.05.00;0;9,02;11,04;ESE;59;22.57
12/28/23;Wooroloo;09.45.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18;30.05.00;0;9,02;11,04;ESE;59;22.57
12/28/23;Bailup;09.45.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18;30.05.00;0;9,02;11,04;ESE;59;22.57
12/28/23;Mundaring;09.45.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16,07;30.01.00;0;14,02;12,05;ESE;74;23.07
12/28/23;South Lake;13.56.00;ADVICE;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;18,02;31.07.00;0;9,02;11,04;ESE;78;23.31
12/28/23;Armadale;15.19.00;ADVICE;ROLEYSTONE;CITY OF ARMADALE;18;30.04.00;0;14,02;11,04;ESE;65;20.51
12/28/23;Roleystone;15.19.00;ADVICE;ROLEYSTONE;CITY OF ARMADALE;15,01;27.09.00;0;14,02;12,05;ESE;70;02.54
12/28/23;Gidgegannup;15.24.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18;30.05.00;0;9,02;11,04;ESE;59;22.57
12/28/23;Wooroloo;15.24.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18;30.05.00;0;9,02;11,04;ESE;59;22.57
12/28/23;Bailup;15.24.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18;30.05.00;0;9,02;11,04;ESE;59;22.57
12/28/23;Mundaring;15.24.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16,07;30.01.00;0;14,02;12,05;ESE;74;23.07
2/1/24;Southern River;09.36.00;ADVICE;the Collie River;SHIRES OF COLLIE AND DARDANUP;23,03;41.09.00;0;14,02;12,07;WSW;37;15.16
2/1/24;Southern River;15.43.00;ADVICE;the Collie River;SHIRES OF COLLIE AND DARDANUP;23,03;41.09.00;0;14,02;12,07;WSW;37;15.16
2/8/24;Bullsbrook;10.31.00;ADVICE;BULLSBROOK;CITY OF SWAN;18,03;41;0;14,02;12,07;SSW;41;18.36
2/8/24;Bullsbrook;11.07.00;ADVICE;BULLSBROOK;CITY OF SWAN;18,03;41;0;14,02;12,07;SSW;41;18.36
2/8/24;Stratton;11.12.00;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;18,05;40.09.00;0;11,08;12,07;SW;35;15.43
2/8/24;Middle Swan;11.12.00;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;18,05;40.09.00;0;11,08;12,07;SW;35;15.43
2/8/24;Midvale;11.12.00;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;21,09;40.05.00;0;14,02;12,05;E;59;04.58
2/8/24;Casuarina;11.18.00;ADVICE;CASUARINA and OLDBURY;CITY OF KWINANA;18,01;36.05.00;0;14,02;12,05;S;39;19.00
2/8/24;Oldbury;11.18.00;ADVICE;CASUARINA and OLDBURY;CITY OF KWINANA;17,05;40.00.00;0;14,02;12,07;ESE;41;02.55
2/8/24;Jarrahdale;12.31.00;ADVICE;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;18,05;40.09.00;0;11,08;12,07;SW;35;15.43
2/8/24;Casuarina;12.31.00;ADVICE;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;18,01;36.05.00;0;14,02;12,05;S;39;19.00
2/8/24;Oldbury;12.31.00;ADVICE;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;17,05;40.00.00;0;14,02;12,07;ESE;41;02.55
2/8/24;Serpentine;12.31.00;ADVICE;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;18,01;36.05.00;0;14,02;12,05;S;39;19.00
2/8/24;Jarrahdale;13.01.00;ADVICE;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;18,05;40.09.00;0;11,08;12,07;SW;35;15.43
2/8/24;Casuarina;13.01.00;ADVICE;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;18,01;36.05.00;0;14,02;12,05;S;39;19.00
2/8/24;Oldbury;13.01.00;ADVICE;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;17,05;40.00.00;0;14,02;12,07;ESE;41;02.55
2/8/24;Serpentine;13.01.00;ADVICE;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;18,01;36.05.00;0;14,02;12,05;S;39;19.00
2/8/24;Stratton;14.43.00;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;18,05;40.09.00;0;11,08;12,07;SW;35;15.43
2/8/24;Middle Swan;14.43.00;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;18,05;40.09.00;0;11,08;12,07;SW;35;15.43
2/8/24;Midvale;14.43.00;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;21,09;40.05.00;0;14,02;12,05;E;59;04.58
2/8/24;Jarrahdale;14.49.00;ADVICE;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;18,05;40.09.00;0;11,08;12,07;SW;35;15.43
2/8/24;Casuarina;14.49.00;ADVICE;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;18,01;36.05.00;0;14,02;12,05;S;39;19.00
2/8/24;Oldbury;14.49.00;ADVICE;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;17,05;40.00.00;0;14,02;12,07;ESE;41;02.55
2/8/24;Serpentine;14.49.00;ADVICE;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;18,01;36.05.00;0;14,02;12,05;S;39;19.00
2/8/24;Bullsbrook;14.53.00;ADVICE;BULLSBROOK;CITY OF SWAN;18,03;41;0;14,02;12,07;SSW;41;18.36
2/8/24;Bullsbrook;14.55.00;ADVICE;BULLSBROOK;CITY OF SWAN;18,03;41;0;14,02;12,07;SSW;41;18.36
2/22/24;Eglinton;10.42.00;ADVICE;EGLINTON and YANCHEP;CITY OF WANNEROO;17,04;32.02.00;0;8,06;12,01;ESE;35;23.12
2/22/24;Yanchep;10.42.00;ADVICE;EGLINTON and YANCHEP;CITY OF WANNEROO;17,07;32.07.00;0;14,02;12,05;E;48;10.13
2/22/24;Wanneroo;10.42.00;ADVICE;EGLINTON and YANCHEP;CITY OF WANNEROO;17,04;32.02.00;0;8,06;12,01;ESE;35;23.12
2/22/24;Eglinton;15.07.00;ADVICE;EGLINTON and YANCHEP;CITY OF WANNEROO;17,04;32.02.00;0;8,06;12,01;ESE;35;23.12
2/22/24;Yanchep;15.07.00;ADVICE;EGLINTON and YANCHEP;CITY OF WANNEROO;17,07;32.07.00;0;14,02;12,05;E;48;10.13
2/22/24;Wanneroo;15.07.00;ADVICE;EGLINTON and YANCHEP;CITY OF WANNEROO;17,04;32.02.00;0;8,06;12,01;ESE;35;23.12
2/29/24;Wanneroo;10.20.00;ADVICE;NEERABUP and NOWERGUP;CITY OF WANNEROO;15,09;33.05.00;0;7,08;12;SSW;39;15.11
2/29/24;Nowergup;10.20.00;ADVICE;NEERABUP and NOWERGUP;CITY OF WANNEROO;16,03;36.09.00;0;7,08;12;ESE;37;23.37
2/29/24;Neerabup;10.20.00;ADVICE;NEERABUP and NOWERGUP;CITY OF WANNEROO;17;37;0;14,02;12;WSW;39;16.01
2/29/24;Karnup;12.20.00;ADVICE;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;17,01;37;0;7,08;12;SW;41;17.39
2/29/24;Baldivis;12.20.00;ADVICE;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;14,01;33.02.00;0;14,02;12,05;ENE;54;22.31
2/29/24;Rockingham;12.20.00;ADVICE;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;17,08;24.09.00;0;14,02;12,05;S;59;19.31
2/29/24;Karnup;12.55.00;ADVICE;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;17,01;37;0;7,08;12;SW;41;17.39
2/29/24;Baldivis;12.55.00;ADVICE;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;14,01;33.02.00;0;14,02;12,05;ENE;54;22.31
2/29/24;Rockingham;12.55.00;ADVICE;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;17,08;24.09.00;0;14,02;12,05;S;59;19.31
2/29/24;Wanneroo;15.09.00;ADVICE;NEERABUP and NOWERGUP;CITY OF WANNEROO;15,09;33.05.00;0;7,08;12;SSW;39;15.11
2/29/24;Nowergup;15.09.00;ADVICE;NEERABUP and NOWERGUP;CITY OF WANNEROO;16,03;36.09.00;0;7,08;12;ESE;37;23.37
2/29/24;Neerabup;15.09.00;ADVICE;NEERABUP and NOWERGUP;CITY OF WANNEROO;17;37;0;14,02;12;WSW;39;16.01
2/29/24;Karnup;15.37.00;ADVICE;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;17,01;37;0;7,08;12;SW;41;17.39
2/29/24;Baldivis;15.37.00;ADVICE;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;14,01;33.02.00;0;14,02;12,05;ENE;54;22.31
2/29/24;Rockingham;15.37.00;ADVICE;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;17,08;24.09.00;0;14,02;12,05;S;59;19.31
2/29/24;Karnup;19.16.00;ADVICE;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;17,01;37;0;7,08;12;SW;41;17.39
2/29/24;Baldivis;19.16.00;ADVICE;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;14,01;33.02.00;0;14,02;12,05;ENE;54;22.31
2/29/24;Rockingham;19.16.00;ADVICE;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;17,08;24.09.00;0;14,02;12,05;S;59;19.31
2/29/24;Bertram;05.33.00;ADVICE;BERTRAM;CITY OF KWINANA;17,08;24.09.00;0;14,02;12,05;S;59;19.31
1/4/24;East Rockingham;06.50.00;ADVICE;EAST ROCKINGHAM;CITY OF ROCKINGHAM;17,01;31.09.00;0;14,02;12,05;E;56;04.06
1/4/24;Rockingham;06.50.00;ADVICE;EAST ROCKINGHAM;CITY OF ROCKINGHAM;17,01;31.09.00;0;14,02;12,05;E;56;04.06
1/18/24;Hamersley;10.11.00;ADVICE;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21,02;26.08.00;0;10;11;SW;35;13.12
1/18/24;Hamersley;15.20.00;ADVICE;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21,02;26.08.00;0;10;11;SW;35;13.12
12/5/23;Hamersley;11.05.00;ADVICE;HAMERSLEY RANGE;SHIRE OF ASHBURTON;16,08;28.03.00;0;8,04;9,04;SW;39;15.55
12/5/23;Hamersley;16.16.00;ADVICE;HAMERSLEY RANGE;SHIRE OF ASHBURTON;16,08;28.03.00;0;8,04;9,04;SW;39;15.55
12/26/23;South Lake;10.15.00;ADVICE;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;21,01;28.03.00;0;10,06;9,05;SW;41;14.40
12/26/23;Gidgegannup;10.50.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;20,02;28.06.00;0;10,06;9,05;SW;33;15.22
12/26/23;Wooroloo;10.50.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;20,02;28.06.00;0;10,06;9,05;SW;33;15.22
12/26/23;Bailup;10.50.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;19,01;27.01.00;0;9,01;8,01;SW;33;15.22
12/26/23;Mundaring;10.50.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;19,07;28.06.00;0;14,02;12,05;SW;44;14.57
12/26/23;Mundaring;10.59.00;ADVICE;PARKERVILLE;SHIRE OF MUNDARING;19,07;28.06.00;0;14,02;12,05;SW;44;14.57
12/26/23;Parkerville;10.59.00;ADVICE;PARKERVILLE;SHIRE OF MUNDARING;19,07;28.06.00;0;14,02;12,05;SW;44;14.57
12/26/23;Jarrahdale;11.27.00;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20,02;28.06.00;0;10,06;9,05;SW;33;15.22
12/26/23;Keysbrook;11.27.00;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;17;27.05.00;0;14,02;12,05;NULL;33;NULL
12/26/23;Serpentine;11.27.00;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20,02;24.00.00;0;14,02;12,05;SSW;54;23.13
12/26/23;South Lake;15.39.00;ADVICE;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;21,01;28.03.00;0;10,06;9,05;SW;41;14.40
12/26/23;Jarrahdale;16.31.00;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20,02;28.06.00;0;10,06;9,05;SW;33;15.22
12/26/23;Keysbrook;16.31.00;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;17;27.05.00;0;14,02;12,05;NULL;33;NULL
12/26/23;Serpentine;16.31.00;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20,02;24.00.00;0;14,02;12,05;SSW;54;23.13
12/26/23;Gidgegannup;16.46.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;20,02;28.06.00;0;10,06;9,05;SW;33;15.22
12/26/23;Wooroloo;16.46.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;20,02;28.06.00;0;10,06;9,05;SW;33;15.22
12/26/23;Bailup;16.46.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;19,01;27.01.00;0;9,01;8,01;SW;33;15.22
12/26/23;Mundaring;16.46.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;19,07;28.06.00;0;14,02;12,05;SW;44;14.57
12/26/23;Mundaring;16.55.00;ADVICE;PARKERVILLE;SHIRE OF MUNDARING;19,07;28.06.00;0;14,02;12,05;SW;44;14.57
12/26/23;Parkerville;16.55.00;ADVICE;PARKERVILLE;SHIRE OF MUNDARING;19,07;28.06.00;0;14,02;12,05;SW;44;14.57
2/6/24;Stratton;11.13.00;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;15,09;33.01.00;0;8,08;12,06;ESE;35;11.59
2/6/24;Middle Swan;11.13.00;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;15,09;33.01.00;0;8,08;12,06;ESE;35;11.59
2/6/24;Midvale;11.13.00;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;15,01;32.05.00;0;14,02;12,05;E;57;06.37
2/6/24;Stratton;16.10.00;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;15,09;33.01.00;0;8,08;12,06;ESE;35;11.59
2/6/24;Middle Swan;16.10.00;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;15,09;33.01.00;0;8,08;12,06;ESE;35;11.59
2/6/24;Midvale;16.10.00;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;15,01;32.05.00;0;14,02;12,05;E;57;06.37
2/13/24;Gosnells;13.00.00;ADVICE;MARTIN;CITY OF GOSNELLS;18,08;36.01.00;0;14,02;12,04;ESE;52;21.22
2/20/24;Bibra Lake;15.10.00;ADVICE;BIBRA LAKE;CITY OF COCKBURN;;40;0;11,04;12;SW;31;12.43
1/9/24;South Lake;15.44.00;ADVICE;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;17,04;33.04.00;0;12,04;13;SW;48;14.00
1/16/24;Hamersley;14.00.00;ADVICE;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21,07;38.03.00;0;9;13;NE;43;22.38
1/16/24;Hamersley;14.14.00;ADVICE;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21,07;38.03.00;0;9;13;NE;43;22.38
1/16/24;Hamersley;15.32.00;ADVICE;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21,07;38.03.00;0;9;13;NE;43;22.38
1/16/24;Hamersley;21.46.00;ADVICE;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21,07;38.03.00;0;9;13;NE;43;22.38
1/16/24;Hamersley;21.49.00;ADVICE;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21,07;38.03.00;0;9;13;NE;43;22.38
1/16/24;Hamersley;22.15.00;ADVICE;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21,07;38.03.00;0;9;13;NE;43;22.38
1/23/24;Gnangara;16.46.00;ADVICE;MELALEUCA and LEXIA;CITY OF SWAN;16,06;27.07.00;0;9,04;13;S;39;13.52
1/23/24;Lexia;16.46.00;ADVICE;MELALEUCA and LEXIA;CITY OF SWAN;14;30;0;9,04;13;SW;44;14.57
1/30/24;Southern River;10.54.00;ADVICE;the Collie River;SHIRES OF COLLIE AND DARDANUP;17,01;36.03.00;0;14,02;12,09;ESE;48;03.18
12/6/23;Hamersley;11.25.00;ADVICE;HAMERSLEY RANGE;SHIRE OF ASHBURTON;15;30.02.00;0;7,02;13,01;SW;44;16.09
12/6/23;Postans;14.34.00;ADVICE;POSTANS;CITY OF KWINANA;15,01;01.02;0;7,02;13,01;SW;48;16.06
12/6/23;Hamersley;15.39.00;ADVICE;HAMERSLEY RANGE;SHIRE OF ASHBURTON;15;30.02.00;0;7,02;13,01;SW;44;16.09
12/6/23;Postans;16.40.00;ADVICE;POSTANS;CITY OF KWINANA;15,01;01.02;0;7,02;13,01;SW;48;16.06
12/6/23;Postans;18.40.00;ADVICE;POSTANS;CITY OF KWINANA;15,01;01.02;0;7,02;13,01;SW;48;16.06
12/20/23;The Vines;00.45.00;ADVICE;THE VINES;CITY OF SWAN;20,01;37.05.00;0;14,02;11,03;E;70;23.54
12/27/23;Gidgegannup;10.36.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16,09;28.02.00;0;8,04;12,07;SSW;37;14.04
12/27/23;Wooroloo;10.36.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16,09;28.02.00;0;8,04;12,07;SSW;37;14.04
12/27/23;Bailup;10.36.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15,01;27.01.00;0;7,01;11,01;SSW;37;14.04
12/27/23;Mundaring;10.36.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15,06;28;0;14,02;12,05;E;50;23.18
12/27/23;Gosnells;14.10.00;ADVICE;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;0;14,02;12,07;ESE;57;23.51
12/27/23;Champion Lakes;14.10.00;ADVICE;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;0;14,02;12,07;ESE;57;23.51
12/27/23;Armadale;14.10.00;ADVICE;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;0;14,02;12,07;ESE;57;23.51
12/27/23;Southern River;14.10.00;ADVICE;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;0;14,02;12,07;ESE;57;23.51
12/27/23;Gidgegannup;15.18.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16,09;28.02.00;0;8,04;12,07;SSW;37;14.04
12/27/23;Wooroloo;15.18.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16,09;28.02.00;0;8,04;12,07;SSW;37;14.04
12/27/23;Bailup;15.18.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15,01;27.01.00;0;7,01;11,01;SSW;37;14.04
12/27/23;Mundaring;15.18.00;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15,06;28;0;14,02;12,05;E;50;23.18
12/27/23;Armadale;04.08.00;ADVICE;ROLEYSTONE;CITY OF ARMADALE;16;26.04.00;0;14,02;12,07;ESE;57;23.51
12/27/23;Roleystone;04.08.00;ADVICE;ROLEYSTONE;CITY OF ARMADALE;14,02;26.02.00;0;14,02;12,05;ESE;59;23.06
12/27/23;Armadale;04.30.00;ADVICE;ROLEYSTONE;CITY OF ARMADALE;16;26.04.00;0;14,02;12,07;ESE;57;23.51
12/27/23;Roleystone;04.30.00;ADVICE;ROLEYSTONE;CITY OF ARMADALE;14,02;26.02.00;0;14,02;12,05;ESE;59;23.06
12/27/23;Armadale;07.12.00;ADVICE;ROLEYSTONE;CITY OF ARMADALE;16;26.04.00;0;14,02;12,07;ESE;57;23.51
12/27/23;Roleystone;07.12.00;ADVICE;ROLEYSTONE;CITY OF ARMADALE;14,02;26.02.00;0;14,02;12,05;ESE;59;23.06
2/7/24;Stratton;11.01.00;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;18,07;37.00.00;0;10,06;12,06;E;37;01.55
2/7/24;Middle Swan;11.01.00;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;18,07;37.00.00;0;10,06;12,06;E;37;01.55
