Date;Suburb;Location;Area;Maximum temperature (�C);Evaporation (mm)
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;40.07.00;11
1/13/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;43;12,06
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;40.07.00;11
1/13/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;43;12,06
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;40.07.00;11
1/13/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;43;12,06
1/13/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;40.07.00;11
2/18/24;Karrinyup;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;42.09.00;10,04
2/18/24;Gwelup;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;42.09.00;10,04
2/18/24;Stirling;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;42.09.00;10,04
2/18/24;Carine;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;42.09.00;10,04
2/18/24;Karrinyup;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;42.09.00;10,04
2/18/24;Gwelup;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;42.09.00;10,04
2/18/24;Stirling;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;42.09.00;10,04
2/18/24;Carine;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;42.09.00;10,04
1/7/24;Jarrahdale;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;37.03.00;9,02
1/7/24;Oldbury;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;35.01.00;12,06
1/7/24;Serpentine;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;30.09.00;12,06
1/7/24;Jarrahdale;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;37.03.00;9,02
1/7/24;Oldbury;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;35.01.00;12,06
1/7/24;Serpentine;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;30.09.00;12,06
1/7/24;Yanchep;Yanchep National Park;CITY OF WANNEROO;38.03.00;12,06
1/7/24;Wanneroo;Yanchep National Park;CITY OF WANNEROO;36;9,02
1/7/24;Yanchep;Yanchep National Park;CITY OF WANNEROO;38.03.00;12,06
1/7/24;Wanneroo;Yanchep National Park;CITY OF WANNEROO;36;9,02
1/14/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;41;12,06
1/14/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;36.06.00;11,02
1/14/24;Yanchep;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;41;12,06
1/14/24;Wanneroo;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;36.06.00;11,02
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO;41;12,06
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO;36.06.00;11,02
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO;41.05.00;11,02
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO;41;12,06
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO;36.06.00;11,02
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO;41.05.00;11,02
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41;12,06
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;36.06.00;11,02
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41.05.00;11,02
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41;12,06
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;36.06.00;11,02
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41.05.00;11,02
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41;12,06
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;36.06.00;11,02
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41.05.00;11,02
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41;12,06
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;36.06.00;11,02
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41.05.00;11,02
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41;12,06
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;36.06.00;11,02
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41.05.00;11,02
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41;12,06
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;36.06.00;11,02
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41.05.00;11,02
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41;12,06
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;36.06.00;11,02
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41.05.00;11,02
1/14/24;Yanchep;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41;12,06
1/14/24;Wanneroo;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;36.06.00;11,02
1/14/24;Pinjar;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;41.05.00;11,02
12/14/23;Stratton;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;31.05.00;10
12/14/23;Middle Swan;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;31.05.00;10
12/14/23;Midvale;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;31.03.00;12,06
12/14/23;Stratton;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;31.05.00;10
12/14/23;Middle Swan;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;31.05.00;10
12/14/23;Midvale;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;31.03.00;12,06
12/14/23;Stratton;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;31.05.00;10
12/14/23;Middle Swan;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;31.05.00;10
12/14/23;Midvale;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;31.03.00;12,06
12/14/23;Stratton;MIDDLE SWAN and STRATTON;CITY OF SWAN;31.05.00;10
12/14/23;Middle Swan;MIDDLE SWAN and STRATTON;CITY OF SWAN;31.05.00;10
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;36.07.00;12,06
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;36.07.00;12,06
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;36.07.00;12,06
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;36.07.00;12,06
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;36.07.00;12,06
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;36.07.00;12,06
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;36.07.00;12,06
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;36.07.00;12,06
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;36.07.00;12,06
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;36.07.00;12,06
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;36.07.00;12,06
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;36.07.00;12,06
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;36.07.00;12,06
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;36.07.00;12,06
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;36.07.00;12,06
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;36.07.00;12,06
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;36.07.00;12,06
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;36.07.00;12,06
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;36.07.00;12,06
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;36.07.00;12,06
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;36.07.00;12,06
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;36.07.00;12,06
2/8/24;Stirling;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;39.09.00;11,08
2/8/24;Stirling;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;39.09.00;11,08
2/8/24;Stirling;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;39.09.00;11,08
2/8/24;Stirling;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;39.09.00;11,08
2/8/24;Stirling;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;39.09.00;11,08
2/8/24;Stirling;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;39.09.00;11,08
2/8/24;Guildford;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;41.01.00;11,08
2/8/24;Kalamunda;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;40.05.00;12,06
2/8/24;Hazelmere;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;41.01.00;11,08
2/8/24;High Wycombe;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;41.01.00;11,08
2/8/24;Perth Airport;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;41.01.00;11,08
2/8/24;South Guildford;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;41.01.00;11,08
2/8/24;South Perth;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;39.09.00;11,08
2/8/24;Stirling;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;39.09.00;11,08
2/8/24;Guildford;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;41.01.00;11,08
2/8/24;Kalamunda;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;40.05.00;12,06
2/8/24;High Wycombe;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;41.01.00;11,08
2/8/24;Belmont;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;39.09.00;11,08
2/8/24;Perth Airport;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;41.01.00;11,08
2/8/24;South Guildford;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;41.01.00;11,08
2/8/24;South Perth;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;39.09.00;11,08
2/13/24;Gosnells;MARTIN;CITY OF GOSNELLS;36.01.00;12,06
2/13/24;Gosnells;MARTIN;CITY OF GOSNELLS;36.01.00;12,06
2/20/24;Bibra Lake;BIBRA LAKE;CITY OF COCKBURN;40;11,04
12/27/23;Gosnells;CHAMPION LAKES and GOSNELLS;CITY OF ARMADALE;26.04.00;12,06
12/27/23;Champion Lakes;CHAMPION LAKES and GOSNELLS;CITY OF ARMADALE;27.08.00;8,04
12/27/23;Armadale;CHAMPION LAKES and GOSNELLS;CITY OF ARMADALE;26.04.00;12,06
12/27/23;Gosnells;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;26.04.00;12,06
12/27/23;Champion Lakes;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;26.04.00;12,06
12/27/23;Armadale;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;26.04.00;12,06
12/27/23;Southern River;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;26.04.00;12,06
12/27/23;Gosnells;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;26.04.00;12,06
12/27/23;Champion Lakes;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;26.04.00;12,06
12/27/23;Armadale;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;26.04.00;12,06
12/27/23;Southern River;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;26.04.00;12,06
2/7/24;Bullsbrook;BULLSBROOK;CITY OF SWAN;37.02.00;12,06
2/7/24;Bullsbrook;BULLSBROOK;CITY of SWAN;37.02.00;12,06
2/7/24;Bullsbrook;BULLSBROOK;CITY of SWAN;37.02.00;12,06
2/7/24;Casuarina;CASUARINA;CITY OF KWINANA;33.07.00;12,06
2/7/24;Bullsbrook;BULLSBROOK;CITY of SWAN;37.02.00;12,06
2/7/24;Bullsbrook;BULLSBROOK;CITY of SWAN;37.02.00;12,06
2/28/24;Wanneroo;NEERABUP, NOWERGUP and PINJAR;CITY OF WANNEROO;30.03.00;8
2/28/24;Pinjar;NEERABUP, NOWERGUP and PINJAR;CITY OF WANNEROO;31.08.00;8
2/28/24;Nowergup;NEERABUP, NOWERGUP and PINJAR;CITY OF WANNEROO;32.02.00;8
2/28/24;Neerabup;NEERABUP, NOWERGUP and PINJAR;CITY OF WANNEROO;33.04.00;12,06
1/3/24;Champion Lakes;CHAMPION LAKES;CITY OF ARMADALE;32;12,06
1/3/24;Armadale;CHAMPION LAKES;CITY OF ARMADALE;26.03.00;12,06
1/3/24;Forrestdale;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;32;12,06
1/3/24;Champion Lakes;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;32;12,06
1/3/24;Armadale;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;26.03.00;12,06
;;;;;12,06
